FIPS,State,County,pct_low_income_low_access,pct_no_car_low_access,healthy_retailers_per_1k,convenience_stores_per_1k,fast_food_per_1k,diabetes_rate,obesity_rate,log_no_car,predicted_diabetes,model_residuals
13077,GA,Coweta,11.72949505,2.642638445,0.185616079,0.404377878,0.662914574,12.4,35.7,0.9755547843003896,13.280702655667971,-0.8807026556679709
13079,GA,Crawford,16.44565582,5.91078043,0.0,0.654075682,0.245278388,15.5,37.3,1.7784682695990754,16.409087810266712,-0.9090878102667119
13081,GA,Crisp,3.499778748,4.083261013,0.317690849,1.588454247,1.043841362,19.4,44.6,1.4093419660609325,14.659719318896302,4.740280681103696
13083,GA,Dade,0.0,5.058536053,0.249112532,1.12100637,0.747337639,12.6,35.1,1.623052028964866,15.59328829196731,-2.9932882919673105
13085,GA,Dawson,0.259439886,1.808646441,0.147530705,0.627005517,1.327776313,11.6,31.6,0.5980925106601844,12.482374977022866,-0.8823749770228666
13089,GA,DeKalb,8.722473145,1.666206837,0.216532871,0.507867992,0.864819169,13.0,31.8,0.5165334055432202,12.346026573365451,0.6539734266345487
13087,GA,Decatur,5.952050686,3.880873442,0.26458025,0.944929481,0.907132328,17.8,42.2,1.3586336676446045,14.465986526533642,3.3340134734663582
13091,GA,Dodge,0.154310718,4.545896053,0.146684915,0.880109549,0.488949746,16.7,40.4,1.5164222299164074,15.102570516235941,1.5974294837640581
13093,GA,Dooly,25.17204094,5.374058723,0.227721274,0.607256711,0.759070873,18.3,41.0,1.6834424992294545,15.895318142964545,2.404681857035456
13095,GA,Dougherty,24.50279999,8.009100914,0.161892756,1.121685505,1.133249283,19.0,41.9,2.081826310107849,18.417676996986533,0.5823230030134674
13097,GA,Douglas,14.99591351,2.424054384,0.162175314,0.486525923,0.810876548,13.6,36.3,0.889558337783267,13.071465990124413,0.5285340098755871
13099,GA,Early,2.605729103,6.279082298,0.398525447,1.494470477,0.896682262,18.9,40.7,1.83881516149896,16.761639841834025,2.1383601581659732
13103,GA,Effingham,6.534816265,2.192266464,0.045616969,0.501786649,0.456169695,11.3,37.9,0.789487040970287,12.849590107353267,-1.549590107353266
13105,GA,Elbert,10.40057278,7.895269871,0.206878722,0.827514887,0.5689165,16.6,38.2,2.0675296093576407,18.308713755276674,-1.7087137552766727
13107,GA,Emanuel,14.70948315,5.432062149,0.0,0.888612449,0.755320549,16.4,42.7,1.694158060545752,15.950841145835017,0.44915885416498114
13109,GA,Evans,0.0,2.50594759,0.0,1.222034216,0.846023679,16.8,42.4,0.9226495079376075,13.149857165014843,3.6501428349851572
13111,GA,Fannin,0.416636854,3.007083893,0.188529849,0.565589547,0.829531312,16.5,38.2,1.104290766552007,13.629563180827892,2.8704368191721077
13113,GA,Fayette,5.88851881,0.962936699,0.189948279,0.431700647,0.975643456,12.6,30.7,-0.02743625646642326,11.672830650578208,0.9271693494217921
13115,GA,Floyd,14.60484314,4.123428822,0.152123645,0.933025002,0.821467698,14.1,37.3,1.4191072857728064,14.6981694162131,-0.5981694162130999
13117,GA,Forsyth,8.065178871,0.939823806,0.171419225,0.314933002,0.68966341,9.9,27.7,-0.05147877895717078,11.650706143236453,-1.750706143236453
13119,GA,Franklin,0.0,3.190681696,0.170183793,0.510551393,0.850919008,14.7,39.0,1.1633638171180123,13.805309719368244,0.8946902806317549
13121,GA,Fulton,8.957598686,2.544027805,0.18563173900000002,0.419527709,1.132353544,10.9,28.2,0.9376716443952522,13.1863089409281,-2.2863089409281
13123,GA,Gilmer,7.080071926,4.730482578,0.156357497,0.656701505,0.656701505,15.2,34.2,1.5561389402293702,15.279263495671769,-0.07926349567176949
13127,GA,Glynn,12.36205101,2.078364372,0.280478683,0.771316409,1.005048633,15.3,35.1,0.7363811624585364,12.740558854939506,2.559441145060495
13129,GA,Gordon,10.47668266,2.634946346,0.204151079,0.629465818,0.663491011,13.9,35.3,0.9726507800383554,13.273339496897712,0.626660503102288
13131,GA,Grady,1.381008387,2.178645372,0.16332531,0.694132566,0.653301239,17.2,38.5,0.7832828008482723,12.836551499423194,4.363448500576805
13133,GA,Greene,10.01536465,5.401017666,0.318522066,0.902479172,0.53087008,15.6,33.7,1.6884371834861687,15.921124230170047,-0.32112423017004765
13135,GA,Gwinnett,9.708332062,0.892569423,0.18989483899999998,0.447685033,0.972813189,12.6,34.9,-0.10250966874183295,11.605472517847646,0.9945274821523533
13137,GA,Habersham,7.86648035,3.171434402,0.130301654,0.803526819,0.651508212,12.9,32.2,1.1573321649020005,13.786885504908724,-0.8868855049087241
13139,GA,Hall,7.375080109,2.239174128,0.20330024100000002,0.522772074,0.692188919,13.2,32.3,0.8105630946132167,12.894491840621903,0.30550815937809617
13141,GA,Hancock,29.72759438,6.11248827,0.0,1.059571505,0.588650823,22.8,44.8,1.811968593958316,16.602169939231246,6.197830060768755
13143,GA,Haralson,6.175201416,3.201791525,0.164565712,0.888654828,0.592436552,12.6,36.2,1.166828888934505,13.81594445441747,-1.2159444544174711
13145,GA,Harris,0.33547315,2.355406046,0.083148561,0.692904651,0.277161866,12.6,33.0,0.8609496968475087,13.005753287777706,-0.40575328777770636
13147,GA,Hart,0.0,2.895196676,0.0,0.568052709,0.53018254,15.3,35.1,1.0665010905939136,13.522460640528632,1.777539359471369
13149,GA,Heard,1.119552135,3.928454638,0.0,0.584648788,0.250563771,14.3,35.6,1.3707884225120779,14.51153298929066,-0.2115329892906601
13151,GA,Henry,12.35566425,1.051446319,0.129631723,0.472528517,0.790335357,13.4,45.2,0.05963242999217358,11.75755529917611,1.6424447008238907
13153,GA,Houston,9.995311737,1.981824636,0.156142652,0.799450397,0.95559305,13.1,39.7,0.6890511211506283,12.648147485324156,0.45185251467584386
13157,GA,Jackson,9.354135513,3.89804244,0.078741193,0.55118835,0.511817753,11.6,33.0,1.3630365938963902,14.482421319975622,-2.882421319975622
13159,GA,Jasper,1.133379102,4.196731091,0.0,0.55237174,0.483325273,14.6,37.1,1.4366858831454363,14.768337031693246,-0.16833703169324643
13161,GA,Jeff Davis,18.02623558,6.08911562,0.0,0.65733254,0.65733254,16.4,40.4,1.808143780340733,16.579796782979397,-0.17979678297939827
13163,GA,Jefferson,0.323983252,5.901631832,0.327503771,0.982511282,0.786009014,18.5,41.3,1.7769219070112168,16.40033043733128,2.099669562668719
13165,GA,Jenkins,0.575864792,6.097015858,0.0,0.457351923,0.914703846,18.2,42.5,1.8094382509299465,16.587359180020417,1.6126408199795819
13167,GA,Johnson,11.05023193,5.658023834,0.0,0.620668232,0.517223537,18.0,43.5,1.7348405268301785,16.167139943165918,1.8328600568340825
13169,GA,Jones,12.35760403,3.479845285,0.0,0.451592743,0.277903229,14.4,39.8,1.2498574042861317,14.082107693027302,0.31789230697269844
13171,GA,Lamar,9.117257118,3.25472188,0.0,0.623020589,0.41534707,13.6,36.6,1.183174576864347,13.866611328001802,-0.26661132800180276
13173,GA,Lanier,0.236588955,2.544986248,0.0,0.27940765,0.465679437,15.9,40.9,0.938046841253707,13.187226397656264,2.712773602343736
13175,GA,Laurens,9.711614609,4.301083088,0.105236575,0.968176484,0.926081836,16.4,44.0,1.4611891690656964,14.868226583544383,1.531773416455616
13177,GA,Lee,6.807693958,2.340466499,0.0,0.496130198,0.496130198,11.8,39.2,0.8546138186682883,12.991452606453047,-1.191452606453046
13179,GA,Liberty,17.25992775,2.959079742,0.095232047,0.714240372,1.047552586,11.6,32.3,1.0882520536223623,13.583611850060507,-1.983611850060507
13181,GA,Lincoln,1.886000276,3.647028685,0.0,0.622587502,0.373552471,18.2,38.0,1.2966509829975694,14.24214176408537,3.95785823591463
13183,GA,Long,0.26008752,3.26641655,0.0,0.297456741,0.198304489,12.4,38.4,1.1867503099223429,13.877805894267237,-1.4778058942672363
13185,GA,Lowndes,8.267756462,2.28437376,0.16910744900000002,0.853992641,0.955457091,12.9,38.7,0.8304599348166226,12.937758583129153,-0.03775858312915226
13187,GA,Lumpkin,0.257422864,2.276532412,0.087755218,0.380272627,0.526531339,11.5,28.9,0.8270364393927171,12.930252557752095,-1.4302525577520946
13193,GA,Macon,0.222283721,6.601281643,0.0,0.86532408,0.550660789,21.1,43.8,1.8887775296221818,17.070060850574087,4.029939149425914
13195,GA,Madison,1.504400969,2.819375277,0.0,0.722329855,0.459664434,14.7,38.1,1.040055937109561,13.44988162158723,1.25011837841277
13197,GA,Marion,0.002615234,5.219471455,0.0,0.704556108,0.352278054,18.7,38.6,1.654310212740457,15.747341550600803,2.9526584493991965
13189,GA,McDuffie,0.168495446,6.202361584,0.141763538,0.992344797,1.039599299,16.7,38.9,1.8265411109330902,16.688199965650735,0.01180003434926391
13191,GA,McIntosh,5.930980206,3.247207642,0.0,1.042607903,0.834086299,20.4,40.7,1.1808702767949957,13.859418424292228,6.540581575707771
13199,GA,Meriwether,1.218915701,6.89599514,0.283500284,1.134001136,0.378000379,17.6,41.4,1.9323898952316712,17.35217139935267,0.24782860064733114
13205,GA,Mitchell,7.944093704,5.543245316,0.277752072,0.879548192,0.648088157,18.4,45.1,1.714382498485199,16.057269743699035,2.342730256300964
13207,GA,Monroe,1.429416299,4.130424023,0.10698238,0.891519845,0.570572734,13.1,34.9,1.4207982036070417,14.704865478704347,-1.6048654787043475
13209,GA,Montgomery,4.02461195,3.481261015,0.0,0.998668432,0.332889467,15.4,39.4,1.2502629933027054,14.083462881613125,1.3165371183868757
13211,GA,Morgan,10.98143196,4.12705946,0.0,1.018537402,0.967610538,12.9,31.7,1.4199852601098528,14.70164479582422,-1.8016447958242203
13213,GA,Murray,6.568593979,3.078956604,0.074940048,0.724420488,0.674460411,13.3,41.5,1.1278333652783583,13.698362371054374,-0.39836237105437355
13215,GA,Muscogee,10.38720608,1.672061801,0.203622439,0.799218118,1.186100721,15.0,40.3,0.5200203034441356,12.351631159256266,2.648368840743734
13217,GA,Newton,14.36556625,3.255713224,0.141224235,0.520764351,0.644335568,14.4,42.4,1.183478184201937,13.86756027877167,0.5324397212283305
13219,GA,Oconee,3.402798653,1.668323636,0.121583506,0.389067203,0.778134406,10.1,28.8,0.5177954595314037,12.348052850864184,-2.248052850864184
13221,GA,Oglethorpe,2.504702091,3.572658539,0.0,0.260027289,0.260027289,14.1,36.4,1.2761051334744486,14.170951937645885,-0.07095193764588537
13223,GA,Paulding,13.51761818,1.403707623,0.092294027,0.340334207,0.484543622,11.6,38.4,0.3462157731094589,12.094752715638172,-0.4947527156381728
13225,GA,Peach,10.54314232,6.350107193,0.178890884,0.966010749,0.966010749,14.9,39.3,1.8500452314552827,16.829627471546797,-1.9296274715467963
13227,GA,Pickens,5.717923164,4.585983753,0.120747425,0.573550284,0.633924007,13.6,35.0,1.5251828249497996,15.14094393028515,-1.5409439302851506
13229,GA,Pierce,3.406181097,2.618083,0.0,0.768363893,0.66591537,14.3,36.4,0.9662546830764488,13.257197284740041,1.0428027152599597
13231,GA,Pike,0.00517053,2.880872965,0.0,0.679880738,0.418388158,11.9,36.0,1.0615585205260323,13.508749459968904,-1.6087494599689034
13233,GA,Polk,12.15387726,4.540493488,0.163398698,0.93370682,0.770308137,14.1,40.4,1.5152356859827165,15.097398983230237,-0.9973989832302372
13235,GA,Pulaski,1.614088178,4.5836339,0.268072546,0.625502646,0.893575191,16.8,40.8,1.5246714101902423,15.138694564965519,1.6613054350344818
13237,GA,Putnam,9.503388405,2.615003824,0.133214921,0.799289525,0.444049746,17.1,39.4,0.9650823528044307,13.254249784744323,3.845750215255679
13241,GA,Rabun,0.088043444,3.710598469,0.231575295,0.521044433,0.926301181,15.5,34.2,1.3138845341088954,14.302993088617601,1.197006911382399
13243,GA,Randolph,18.41207123,10.46029854,0.0,0.897934735,0.598623157,24.9,45.6,2.348542538325026,20.76405310284782,4.135946897152177
13245,GA,Richmond,21.04327965,5.114002705,0.168251028,0.712592602,0.851152301,16.7,36.6,1.633935911942233,15.646383001893781,1.053616998106218
13247,GA,Rockdale,13.33939934,2.061722755,0.219927642,0.637790143,1.022663593,17.0,39.0,0.7283805099425512,12.724628889898126,4.275371110101874
13251,GA,Screven,9.753775597,7.651966095,0.214102194,0.856408775,0.428204387,17.8,40.0,2.036268621183832,18.07581447354727,-0.2758144735472676
13253,GA,Seminole,6.554331779,4.803874016,0.372208446,1.488833785,0.372208446,18.0,39.4,1.5715021686819124,15.34951646698319,2.6504835330168106
13255,GA,Spalding,12.65407658,3.678073168,0.148337141,0.756519437,0.801020563,16.0,39.7,1.30510414497694,14.27185867975034,1.7281413202496605
13257,GA,Stephens,5.336851597,4.48996973,0.268127322,0.919293702,0.651166379,14.9,38.5,1.5040706700869833,15.049035792399733,-0.14903579239973297
13261,GA,Sumter,5.21578455,3.056080103,0.17075336,1.229424238,0.819616139,16.7,39.5,1.1203999063314305,13.676464146789321,3.023535853210678
13267,GA,Tattnall,6.46488905,5.614434242,0.157697618,0.985610068,0.512517273,16.0,40.7,1.727120363832057,16.12541438989017,-0.12541438989017095
13269,GA,Taylor,2.18949914,3.275496483,0.0,0.619271755,0.371563047,20.2,42.4,1.1895177768940954,13.886497538550847,6.313502461449152
13271,GA,Telfair,22.20925522,2.108605385,0.253469348,0.506938696,0.506938696,20.5,43.0,0.7507580349498972,12.76950665970547,7.7304933402945295
13273,GA,Terrell,2.674123287,3.417239189,0.351988733,1.290625334,0.586647868,21.2,43.6,1.2317550359047964,14.022178845929252,7.177821154070747
13275,GA,Thomas,12.42075729,3.878243685,0.135220408,1.014153123,0.8563959,16.0,39.2,1.3579575608172503,14.463469226857935,1.536530773142065
13277,GA,Tift,5.736022472,4.270463467,0.270144165,1.522630692,1.129693747,15.8,39.4,1.4540612904133687,14.838916361339994,0.961083638660007
13279,GA,Toombs,5.275961876,2.736202478,0.148296446,1.112223387,1.075149179,15.5,40.6,1.010219040242883,13.370265573431345,2.129734426568655
13281,GA,Towns,0.006323703,2.407764196,0.0,0.326610595,0.816526473,15.9,31.9,0.8828432271725091,13.055872425787635,2.844127574212365
13283,GA,Treutlen,19.32761574,4.303808689,0.0,1.026092052,0.439753741,18.3,41.2,1.4618212004374986,14.870835628605734,3.4291643713942666
13285,GA,Troup,4.28701067,3.450469732,0.185148254,1.182100415,0.854530454,15.0,36.0,1.2414043405486255,14.053988338257797,0.9460116617422027
13287,GA,Turner,8.336906433,3.244550943,0.380614072,1.395584822,1.014970779,18.5,44.4,1.18005430700351,13.856875334747777,4.643124665252223
13291,GA,Union,1.682536602,3.208355188,0.118305862,0.709835172,0.709835172,15.7,34.5,1.1688704178677165,13.82222743293653,1.8777725670634702
13293,GA,Upson,7.529485703,5.857729912,0.263882071,1.017830849,0.753948808,16.3,39.2,1.7694678319549177,16.358305912259617,-0.05830591225961612
13295,GA,Walker,13.72112274,2.486866236,0.085572481,0.656055689,0.356552005,13.5,38.0,0.915036439978858,13.131591794398382,0.368408205601618
13297,GA,Walton,10.90165997,1.923426867,0.103225805,0.526451588,0.547096789,13.0,38.3,0.6592940071967732,12.592247002897201,0.4077529971027989
13299,GA,Ware,13.36807442,3.932412624,0.083738066,1.144420266,1.11650753,16.8,41.3,1.3717928770222716,14.515321718391581,2.2846782816084197
13303,GA,Washington,12.93898106,3.246508837,0.0,0.794044673,0.645161271,18.7,43.1,1.180655712650261,13.858749502563004,4.841250497436995
13305,GA,Wayne,8.361275673,4.948898792,0.099923395,0.699463725,0.732771516,15.8,43.3,1.6011836983453132,15.488339491922055,0.31166050807794576
13311,GA,White,0.0,2.070941448,0.128642187,0.514568746,0.739692569,13.2,35.0,0.7328204105428098,12.733453360333735,0.4665466396662641
13313,GA,Whitfield,13.39429379,2.15428257,0.240761966,0.780068755,0.847482085,14.1,37.9,0.7720889300937288,12.813230533427516,1.2867694665724834
13317,GA,Wilkes,6.809672832,8.772781372,0.309469789,0.722096145,0.515782952,18.9,40.6,2.1727931424470937,19.148699889697347,-0.2486998896973489
13321,GA,Worth,1.040015101,3.068486452,0.0,1.00140202,0.450630873,16.9,38.9,1.1244380645148768,13.688339958248097,3.2116600417519017
15001,HI,Hawaii,8.092700005,3.007014513,0.231139956,0.285236537,0.786859453,12.5,27.2,1.1042677705730437,13.629496767751894,-1.1294967677518937
15003,HI,Honolulu,4.61911869,1.123720765,0.191943361,0.237594754,1.046869397,12.4,25.3,0.12550493600669346,11.826739044852095,0.5732609551479051
15007,HI,Kauai,7.38901329,2.616799116,0.292271495,0.250518441,1.155168295,12.0,23.9,0.9657660388034833,13.255968303972296,-1.2559683039722955
15009,HI,Maui,5.75954771,1.408331633,0.30374860699999995,0.273969352,0.750437737,12.2,26.2,0.3494812745315973,12.099178987295007,0.10082101270499244
19001,IA,Adair,2.305078745,2.495132446,0.0,0.991641879,0.566652477,13.1,39.9,0.9183416057938091,13.139504513236023,-0.03950451323602344
19005,IA,Allamakee,3.478602648,1.54496181,0.36651516,0.659727335,0.219909102,13.1,42.3,0.4414509858440778,12.229966394745114,0.8700336052548856
19007,IA,Appanoose,5.489305019,2.4234519,0.32180208,0.563153684,0.724054694,15.4,43.4,0.8893107843265585,13.070889270382695,2.3291107296173053
19011,IA,Benton,4.280114651,1.852318525,0.118045174,0.629574239,0.196741953,11.1,40.8,0.6218222302827479,12.52417949466104,-1.4241794946610398
19013,IA,Black Hawk,9.466840744,1.669506073,0.244674507,0.535225511,0.764607847,11.6,40.4,0.518499746020803,12.349184722849559,-0.7491847228495594
19015,IA,Boone,2.364555597,1.44342649,0.114168286,0.342504859,0.266392648,11.2,43.4,0.37392386526245747,12.13277306923682,-0.9327730692368199
19017,IA,Bremer,1.298171163,1.314592004,0.158034056,0.513610661,0.355576634,9.9,37.6,0.28110449051118946,12.009447982611869,-2.1094479826118686
19019,IA,Buchanan,3.380545855,4.26855278,0.234885141,0.469770283,0.375816226,11.1,37.6,1.4536148168989835,14.837087381793413,-3.7370873817934136
19021,IA,Buena Vista,5.61740303,1.846808195,0.252882868,0.505765736,0.455189168,13.0,38.1,0.6188589894754597,12.518904805052063,0.48109519494793673
19027,IA,Carroll,1.991640449,0.747940302,0.251079649,0.652807057,0.753238916,12.0,39.7,-0.27715065369721764,11.467028228359695,0.5329717716403053
19029,IA,Cass,9.127362251,1.161900163,0.390106887,0.780213773,0.624171019,13.9,40.7,0.1586265023727761,11.863285762364038,2.0367142376359624
19031,IA,Cedar,4.835873127,1.550038338,0.0,0.595077097,0.378685415,11.9,40.8,0.4447103966004952,12.234825833198215,-0.3348258331982148
19033,IA,Cerro Gordo,5.473159313,1.41949749,0.261264056,0.546279371,0.950051069,12.5,40.1,0.35732297691999604,12.109867354397016,0.3901326456029839
19035,IA,Cherokee,6.033897877,1.545530677,0.268096507,0.714924037,0.893655062,13.7,40.6,0.44181675879400123,12.230510935063714,1.469489064936285
19037,IA,Chickasaw,3.165715218,2.522571802,0.253506839,0.760520518,0.338009119,12.6,39.4,0.92923530895991,13.165770469353028,-0.5657704693530281
19039,IA,Clarke,3.060964108,0.837098658,0.0,0.42767027,0.53458786,14.2,43.1,-0.16593811177443107,11.552373870807,2.647626129193
19041,IA,Clay,4.567575455,1.619609594,0.187781677,0.563345015,1.001502275,12.3,35.2,0.48834047324744384,12.301421986442515,-0.0014219864425140116
19043,IA,Clayton,1.064494848,3.239690542,0.346400321,0.808267415,0.635067284,13.9,41.0,1.1785597739619853,13.852222780971477,0.04777721902852328
19045,IA,Clinton,8.351933479,2.199717283,0.150888085,0.517330587,0.668218672,12.7,39.3,0.7928645811020576,12.856722304074273,-0.15672230407427357
19047,IA,Crawford,11.37749195,2.378470898,0.297017932,0.475228697,0.534632266,14.3,42.6,0.870653369557616,13.027831808515481,1.2721681914845195
19049,IA,Dallas,2.39945817,1.443306088,0.154698178,0.309396356,0.721924841,8.8,32.8,0.37384102172811917,12.132657816034506,-3.332657816034505
19053,IA,Decatur,3.535215616,4.27507019,0.0,0.514866769,0.386150092,12.4,39.6,1.4551369323123187,14.843326085247552,-2.443326085247552
19055,IA,Delaware,2.589884758,1.791668773,0.0,0.708508015,0.354254007,12.5,39.7,0.5887133315250612,12.466123331661471,0.03387666833852876
19057,IA,Des Moines,7.835496426,2.079106331,0.155006722,0.568357944,0.981709182,12.3,34.6,0.7367363817098739,12.741269085257398,-0.4412690852573977
19059,IA,Dickinson,1.884021521,2.179507256,0.227933213,0.797766268,1.082682729,12.1,37.2,0.7836765212524545,12.837376526341535,-0.737376526341535
19061,IA,Dubuque,5.644055367,1.302324533,0.18444512600000001,0.532841504,0.748027444,10.4,34.3,0.2718000174035946,11.99770511025901,-1.5977051102590103
19063,IA,Emmet,11.07043552,1.009684324,0.329851568,0.549752593,0.549752593,12.7,42.5,0.01949309312090949,11.717579188657023,0.9824208113429762
19065,IA,Fayette,1.718670368,1.614363313,0.207705885,0.778897107,0.519264698,13.1,38.5,0.48511593162051697,12.296400054203163,0.8035999457968366
19067,IA,Floyd,6.291679382,3.218940973,0.258397937,0.516795874,0.322997421,12.9,39.8,1.1721542113365218,13.832360533883726,-0.9323605338837258
19069,IA,Franklin,5.708234787,1.798798084,0.300872535,0.802326739,0.401163369,14.1,40.7,0.5926625827152504,12.472947769154482,1.6270522308455178
19071,IA,Fremont,25.56663513,3.719072104,0.0,0.743052483,0.891662955,12.7,39.9,1.3161594370247627,14.311104362259064,-1.6111043622590646
19073,IA,Greene,4.548757076,2.114570618,0.0,0.909607708,0.454803854,13.1,35.8,0.753569719841433,12.77521679912003,0.3247832008799705
19077,IA,Guthrie,3.159692049,1.476229548,0.27940765,0.5588153,0.372543544,12.4,37.2,0.3962424081207726,12.164173357273155,0.2358266427268454
19079,IA,Hamilton,2.730852365,1.612651944,0.271813005,0.54362601,0.203859746,12.1,36.5,0.4840618132853608,12.294761869143207,-0.19476186914320692
19081,IA,Hancock,3.461018324,1.51135385,0.285523951,0.475873232,0.571047902,12.6,42.2,0.41960062921799757,12.197795625046947,0.40220437495305283
19083,IA,Hardin,2.394545794,1.830423117,0.361990958,0.723981917,0.42232278,12.9,38.9,0.6099955000766252,12.503220408533366,0.39677959146663433
19085,IA,Harrison,5.833334923,1.782004118,0.287191272,0.717978179,0.717978179,12.5,35.2,0.5833346125411697,12.45687197007281,0.04312802992719078
19087,IA,Henry,10.44979477,2.266133308,0.0,0.456922382,0.456922382,12.5,38.8,0.8224780857263644,12.920298154692484,-0.42029815469248355
19089,IA,Howard,10.17588997,1.385408878,0.0,0.653879702,0.435919791,12.4,38.0,0.3331874748361407,12.077236487007797,0.3227635129922035
19091,IA,Humboldt,7.468500614,1.876418352,0.316689551,0.633379102,0.422252715,13.2,41.4,0.6346799793371924,12.547248731359211,0.6527512686407881
19093,IA,Ida,0.376580447,3.027738094,0.0,0.731743038,0.585394382,12.4,41.0,1.1111131904507017,13.649334138174623,-1.249334138174623
19095,IA,Iowa,1.026150107,1.612873554,0.309827745,0.681621015,0.309827745,11.7,43.4,0.48419837668656107,12.294974002348342,-0.5949740023483425
19097,IA,Jackson,7.018029213,2.457784653,0.0,0.728976846,0.416558176,12.7,40.3,0.9033208465635343,13.103753838475109,-0.4037538384751098
19099,IA,Jasper,3.92773366,1.077904463,0.1615161,0.538387001,0.484548301,11.9,38.3,0.08425333483560277,11.78288200324458,0.1171179967554199
19101,IA,Jefferson,6.62417841,2.517096519,0.0,0.381533772,0.545048237,13.2,39.6,0.9270710227696387,13.160529328015521,0.0394706719844784
19103,IA,Johnson,2.361925602,1.467633843,0.21464811299999997,0.29270196,0.741511643,8.8,30.4,0.39044205367416773,12.155945233758713,-3.355945233758712
19105,IA,Jones,4.739573002,1.835940599,0.194014654,0.33952564,0.291021973,11.9,39.7,0.612988957339745,12.508501944298578,-0.6085019442985775
19107,IA,Keokuk,7.688762188,2.044564724,0.297471493,0.396628648,0.396628648,13.4,41.4,0.7200640123739406,12.708204594470049,0.6917954055299518
19109,IA,Kossuth,4.141759872,1.575323582,0.408719361,0.681198895,0.476839244,13.1,38.2,0.4607885391743091,12.25902979444686,0.8409702055531394
19111,IA,Lee,12.79090595,3.441553831,0.179211468,0.537634432,0.597371578,12.9,37.6,1.2388245154471296,14.045453711409792,-1.1454537114097914
19113,IA,Linn,6.254566193,1.357899427,0.140440812,0.412544876,0.737314224,11.2,35.4,0.3132762982229041,12.050903433390618,-0.8509034333906182
19117,IA,Lucas,9.606406212,3.692278862,0.0,0.586992264,0.469593793,13.9,39.8,1.30894853870494,14.28545689011707,-0.3854568901170694
19121,IA,Madison,4.005002499,1.289097667,0.18158707,0.423703164,0.242116094,10.5,37.2,0.26166992115926624,11.985043869888738,-1.485043869888738
19123,IA,Mahaska,8.377923965,2.422720432,0.178810909,0.491730005,0.536432743,11.7,38.6,0.8890101504995571,13.07018908243408,-1.3701890824340808
19125,IA,Marion,3.233866453,1.961993217,0.180897251,0.42209357,0.633140385,10.5,39.4,0.6790448165193557,12.629164125029842,-2.129164125029842
19127,IA,Marshall,9.615856171,2.516437054,0.278516263,0.405114561,0.557032526,12.7,44.1,0.9268100311311278,13.15989806397453,-0.45989806397453137
19129,IA,Mills,3.807106495,1.276821494,0.20316945,0.338615745,0.27089259,11.3,39.2,0.2521752196936528,11.9732926676629,-0.6732926676628992
19131,IA,Mitchell,8.605115891,2.886058569,0.375692695,0.65746218,0.281769514,12.2,40.1,1.0633506984211754,13.513713309962473,-1.3137133099624734
19133,IA,Monona,5.014472961,1.26438272,0.0,1.046755075,0.697836697,13.1,42.2,0.24246192019973936,11.961385817807045,1.1386141821929545
19135,IA,Monroe,2.299612284,2.290120125,0.0,0.514800489,0.386100382,11.7,38.2,0.8329613498321253,12.943259214081362,-1.2432592140813625
19137,IA,Montgomery,7.398060799,0.902593195,0.0,0.704579771,0.603925526,12.9,39.5,-0.09146506723370841,11.615067639375967,1.2849323606240333
19139,IA,Muscatine,5.562726974,0.995945275,0.141529456,0.495353103,0.896353245,12.3,41.4,0.005927671589539579,11.70442766796815,0.5955723320318516
19141,IA,O'Brien,4.68076086,2.458271265,0.511733294,0.657942832,0.584838092,12.4,38.8,0.9035180128880899,13.104219641296355,-0.7042196412963548
19145,IA,Page,3.296415806,1.750186205,0.199031383,0.331718981,0.331718981,13.6,42.9,0.5654196017492701,12.426414698896597,1.1735853011034028
19147,IA,Palo Alto,7.142982006,1.984660387,0.452232897,0.678349376,0.678349376,12.1,40.0,0.690473803770501,12.650861969998095,-0.5508619699980954
19149,IA,Plymouth,3.182697773,1.927649736,0.158610567,0.436179072,0.753400207,11.2,39.4,0.6614757623559545,12.596289287703078,-1.3962892877030786
19151,IA,Pocahontas,8.116189957,1.940155745,0.0,0.908127725,0.454063863,13.3,36.2,0.6679092386170474,12.608260497362403,0.6917395026375974
19153,IA,Polk,4.829691887,0.830265939,0.220522335,0.384396732,0.75665462,10.1,37.0,-0.17403684320247909,11.54583334203461,-1.4458333420346108
19155,IA,Pottawattamie,9.321336746,2.122298717,0.150008575,0.439310819,0.760757744,11.7,39.1,0.7572006076521728,12.782614418408246,-1.0826144184082462
19157,IA,Poweshiek,1.275805116,0.711666942,0.272020012,0.707252026,0.544040024,11.4,40.5,-0.32619154568947983,11.432306040201333,-0.03230604020133221
19159,IA,Ringgold,3.190701723,1.257010698,0.0,0.624869823,1.041449666,12.2,42.7,0.2366603448708375,11.954329048459194,0.24567095154080576
19161,IA,Sac,3.757833242,1.475941062,0.312402368,1.041341305,0.41653651,12.5,41.3,0.3960482833286524,12.163897207912493,0.33610279208750704
19163,IA,Scott,3.453075647,0.885924995,0.155874746,0.536901891,0.860197663,11.0,40.6,-0.10989858044866266,11.599112228113784,-0.5991122281137837
19165,IA,Shelby,5.585528374,2.550953627,0.262467206,0.524934411,0.524934411,12.5,37.8,0.9403796996735179,13.192938591300587,-0.692938591300587
19167,IA,Sioux,0.380466968,0.76413554,0.256827325,0.45658192,0.599263787,9.8,33.0,-0.25600830444440603,11.482530903080358,-1.682530903080357
